countrynum,statenum,Route,RouteName,Active,Latitude,Longitude,Stratum,BCR,LandTypeID,RouteTypeID,RouteTypeDetailId
840,02,001,ST FLORIAN,1,34.8686880,-87.6041417,14,27,0,1,1
840,02,002,HILLSBORO,0,34.6386747,-87.1912919,14,24,0,1,1
840,02,003,FLORENCE,0,34.8000000,-87.7333333,14,24,0,1,1
840,02,004,TRADE,1,34.0297881,-87.0592352,13,28,0,1,1
840,02,005,SUMMITT,0,34.2016687,-86.4934089,13,28,0,1,1
840,02,006,VALHERMOSO SPGS,1,34.5012877,-86.6855493,14,24,0,1,1
840,02,007,SWAIM,1,34.8680404,-86.2030371,14,24,0,1,1
840,02,008,PINE GROVE,1,34.0278089,-85.7110414,13,28,0,1,1
840,02,009,DAWSON,0,34.3039507,-85.9267589,13,28,0,1,1
840,02,010,MILLERVILLE,1,33.1913463,-85.9258408,11,29,0,1,1
840,02,011,DEARMANVILLE,0,33.6257237,-85.7518379,13,28,0,1,1
840,02,012,SUNNY EVE,1,33.6076572,-85.7511714,13,28,0,1,1
840,02,013,GREENSPORT,1,33.8116977,-86.1153789,13,28,0,1,1
840,02,014,SMYER LAKE,1,33.4549551,-86.6010915,13,28,0,1,1
840,02,015,MT OLIVE,1,33.6822947,-86.8721632,13,28,0,1,1
840,02,016,HOWARD,1,33.8481773,-87.5888357,13,27,0,1,1
840,02,017,MAYTOWN,1,33.5263185,-87.0044623,13,28,0,1,1
840,02,018,MARVEL,0,33.1500000,-87.0000000,4,28,0,1,1
840,02,019,LIBERTY,1,33.4765537,-88.1712189,4,27,0,1,1
840,02,020,RIDERWOOD,1,32.1307226,-88.3172665,4,27,0,1,1
840,02,021,LINDEN,1,32.2782397,-87.8359539,4,27,0,1,1
840,02,022,HARRELL,1,32.4427150,-87.2158334,4,27,0,1,1
840,02,023,GREENSBORO,1,32.7846996,-87.5153953,4,27,0,1,1
840,02,024,SPRAGUE,1,32.1312407,-86.2754989,4,27,0,1,1
840,02,025,BILLINGSLEY,1,32.6594297,-86.7017714,4,27,0,1,1
840,02,026,WALLSBORO,1,32.5890245,-86.1307777,4,27,0,1,1
840,02,027,WARRIOR STD,1,32.3116131,-85.5530853,4,27,0,1,1
840,02,028,LANETT,1,32.8854647,-85.2044589,11,29,0,1,1
840,02,029,COTTONTON,1,32.1473077,-85.0626449,4,27,0,1,1
840,02,030,NEWTON,1,31.3388298,-85.5895835,4,27,0,1,1
840,02,031,GRANGEBURG,1,31.0081277,-85.2112631,4,27,0,1,1
840,02,032,BRUNDIDGE,1,31.7165541,-85.8156189,4,27,0,1,1
840,02,033,BRANTLEY,1,31.5859083,-86.2503780,4,27,0,1,1
840,02,034,SOUTH,1,31.4439507,-86.6131969,4,27,0,1,1
840,02,035,MCLELLAN,1,30.9977072,-86.8858316,4,27,0,1,1
840,02,036,BEATRICE,1,31.7399574,-87.2090516,4,27,0,1,1
840,02,037,LATHAM,0,31.0969767,-87.8321999,4,27,0,1,1
840,02,038,CASTLEBERRY,1,31.3180673,-87.1203132,4,27,0,1,1
840,02,039,MILLRY,1,31.6326050,-88.3131441,4,27,0,1,1
840,02,040,DAUPHIN IS,0,30.2540327,-88.1125479,3,27,0,1,1
840,02,041,ALABAMA PT,0,30.2818577,-87.5183809,3,27,0,1,1
840,02,042,FOLEY,0,30.3701137,-87.6833489,3,27,0,1,1
840,02,043,BLOCTON,1,33.1156047,-87.1007539,13,27,0,1,1
840,02,044,BIRMINGHAM,0,33.5909437,-86.6965489,13,28,0,1,1
840,02,045,WHITEHOUSE,1,34.1311637,-87.7621469,4,27,0,1,1
840,02,046,GUNTERSVILLE,1,34.3142387,-86.4773569,13,28,0,1,1
840,02,047,JENA,1,33.1379607,-87.8205274,4,27,0,1,1
840,02,048,EPES,1,32.6807827,-88.1229309,4,27,0,1,1
840,02,049,WEDGEWORTH,1,32.8055085,-87.7643955,4,27,0,1,1
840,02,050,WHITEHALL,1,32.3276808,-86.7118894,4,27,0,1,1
840,02,051,LIBERTY CITY,1,32.5816871,-85.7164607,11,28,0,1,1
840,02,052,ESCATAWPA,1,31.2926075,-88.3851600,4,27,0,1,1
840,02,053,GROVE HILL,1,31.7097587,-87.7767179,4,27,0,1,1
840,02,054,FAIRVIEW,1,31.2223969,-86.0994295,4,27,0,1,1
840,02,055,ELAMVILLE,1,31.6676037,-85.6508719,4,27,0,1,1
840,02,056,CHILDERSBURG,0,33.4572917,-86.2574629,13,28,0,1,1
840,02,057,YOUNGTOWN,1,34.4236313,-87.3907904,13,28,0,1,1
840,02,058,MENTONE,1,34.5810567,-85.5655830,13,28,0,1,1
840,02,059,CARROLLTON,1,33.2811827,-88.0092154,4,27,0,1,1
840,02,060,HOLT,1,33.2638251,-87.4241383,4,27,0,1,1
840,02,061,ODENVILLE,1,33.7185190,-86.4457647,13,28,0,1,1
840,02,062,BORDEN SPRNG,0,33.9282957,-85.4680639,11,28,0,1,1
840,02,063,ROCK CHAPEL,1,32.4128107,-87.5381089,4,27,0,1,1
840,02,064,NIXBURG,0,32.8224147,-86.1118009,11,28,0,1,1
840,02,065,CALEBEE,1,32.4341515,-85.8711729,4,27,0,1,1
840,02,066,APPLETON,1,31.2283931,-87.0654001,4,27,0,1,1
840,02,067,MT. GILEAD,1,31.4086552,-86.2700460,4,27,0,1,1
840,02,068,MADRID,1,31.0322875,-85.4115544,4,27,0,1,1
840,02,069,GEORGETOWN,1,30.9422777,-88.3523559,4,27,0,1,1
840,02,070,BON SECOUR,1,30.3038647,-87.7299991,3,27,0,1,1
840,02,071,WHEELER DAM,1,34.7961251,-87.3837235,14,24,0,1,1
840,02,072,ELKMONT,1,34.9292307,-86.9887629,14,24,0,1,1
840,02,073,WOODVILLE,1,34.9895137,-86.0671689,21,28,0,1,1
840,02,102,COURTLAND,1,34.6030578,-87.2543912,14,24,0,1,1
840,02,105,BROOKSVILLE,1,34.2126918,-86.4734413,13,28,0,1,1
840,02,109,LAKEVIEW,1,34.3086241,-85.9323092,13,28,0,1,1
840,02,111,CHOCCOLOCCO,1,33.6296357,-85.7466579,13,28,0,1,1
840,02,137,LATHAM 2,1,31.0706664,-87.8350582,4,27,0,1,1
840,02,140,DAUPHIN IS 2,1,30.2484660,-88.1123348,3,27,0,1,1
840,02,141,ALABAMA PT 2,1,30.2816323,-87.5183917,3,27,0,1,1
840,02,142,ELBERTA,1,30.3702220,-87.6024375,3,27,0,1,1
840,02,156,KYMULGA,1,33.2905307,-86.3312989,13,28,0,1,1
840,02,162,Borden Springs 2,1,33.9413322,-85.4504910,11,28,0,1,1
840,02,164,NIXBURG 2,1,32.8223710,-86.1117753,11,28,0,1,1
840,02,201,VINA,1,34.2884067,-88.0675579,4,27,0,1,1
840,02,203,CARTER GROVE,1,34.8223669,-86.6604516,14,24,0,1,1
840,02,204,STEVENSON,1,34.7575557,-85.8594579,13,28,0,1,1
840,02,205,VERNON,1,33.6853138,-88.1671198,4,27,0,1,1
840,02,206,JASPER,0,33.8168747,-87.1378259,13,28,0,1,1
840,02,207,ONEONTA,1,33.8564625,-86.3813006,13,28,0,1,1
840,02,208,TALLADEGA,1,33.3180161,-86.1573541,13,28,0,1,1
840,02,209,WEDOWEE,1,33.1844368,-85.4646040,11,29,0,1,1
840,02,210,GASTONBURG,1,32.1930088,-87.3792753,4,27,0,1,1
840,02,211,AUTAUGAVILLE,1,32.4860839,-86.5697685,4,27,0,1,1
840,02,212,SEALE,1,32.5033347,-85.2532189,4,27,0,1,1
840,02,213,CITRONELLE,1,31.1365731,-88.2207774,4,27,0,1,1
840,02,214,CLAIBORNE,1,31.7459607,-87.6361759,4,27,0,1,1
840,02,215,HELICON,1,31.9052647,-86.1853409,4,27,0,1,1
840,02,216,EUFAULA,1,31.7296264,-85.2558091,4,27,0,1,1
840,02,217,ST. ELMO,1,30.4866365,-88.3854517,3,27,0,1,1
840,02,218,BAY MINETTE,1,30.8034930,-87.6374375,3,27,0,1,1
840,02,306,DRUMMOND,1,33.8163386,-87.1416542,13,28,0,1,1
840,02,750,TRIANA,1,34.4761164,-86.4676524,14,24,0,2,1
840,02,751,RIVERSIDE,1,33.5919601,-86.2041575,13,28,0,2,1
840,02,752,SPROTT-CAHABA RIV,1,32.6683647,-87.2422029,4,27,0,2,1
840,02,753,GAINESTOWN FERRY,1,31.3769106,-87.7232990,4,27,0,2,1
840,02,754,Chacaloochee Bay,1,30.6884440,-87.9693780,4,27,0,2,1
840,02,900,ELKMONT,0,34.9500000,-87.1500000,14,24,0,1,3
840,02,901,TRACE CHEROKEE,1,34.6640490,-88.0898570,4,27,0,1,3
840,03,001,EAGLE,1,64.5527960,-141.2785932,25,4,0,1,1
840,03,002,CIRCLE,1,65.7907167,-144.0890949,25,4,0,1,1
840,03,003,CHATANIKA R,1,65.2698047,-146.7275080,25,4,0,1,1
840,03,004,BIRCH LAKE,1,64.2556227,-146.0769649,25,4,0,1,1
840,03,005,LIVENGOOD,1,65.5631957,-148.4178320,25,4,0,1,1
840,03,006,NEBESNA,0,62.5131787,-143.1732939,68,4,0,1,1
840,03,007,SLANA,1,62.7247807,-143.8893879,68,4,0,1,1
840,03,008,TOWER BLUFFS,1,63.6152141,-143.9862892,25,4,0,1,1
840,03,009,CHISTOCHINA,1,62.4798162,-144.8285530,68,4,0,1,1
840,03,010,NORTHWAY,1,63.0127307,-141.8052529,25,4,0,1,1
840,03,011,MACLAREN,1,63.0531897,-146.0607299,68,4,0,1,1
840,03,012,MONAHAN,1,63.2771884,-147.9444270,68,4,0,1,1
840,03,013,CANTWELL,1,63.3793062,-148.8600000,68,4,0,1,1
840,03,015,TOKLAT,1,63.5152626,-150.0484937,68,4,0,1,1
840,03,016,SEWARD,0,60.1279267,-149.4343410,96,5,0,1,1
840,03,017,GOOSE BAY,0,61.4001137,-149.8425610,96,4,0,1,1
840,03,018,SKILAK LAKE,0,60.4588347,-150.2746280,96,4,0,1,1
840,03,019,HOMER,0,59.5666667,-151.3333333,96,4,0,1,1
840,03,020,JUNEAU ALT,0,58.2513877,-134.6277769,94,5,0,1,1
840,03,021,JUNEAU,1,58.4423687,-134.7660128,94,5,0,1,1
840,03,023,CRAIG,1,55.5557449,-133.0848056,94,5,0,1,1
840,03,024,KETCHIKAN,1,55.3269454,-131.5213101,94,5,0,1,1
840,03,025,HAINES,1,59.3363717,-135.5684509,94,5,0,1,1
840,03,026,BEAVER CREEK,0,55.6333333,-132.7500000,94,5,0,1,1
840,03,028,KALIFONSKY,1,60.2959485,-151.2763427,96,4,0,1,1
840,03,029,MATANUSKA,0,61.7327327,-148.7524720,96,4,0,1,1
840,03,030,WILLOW,1,61.6593477,-150.1403586,96,4,0,1,1
840,03,031,KODIAK,0,57.8166195,-152.6228043,96,2,0,1,1
840,03,040,CHENA RIVER,0,64.9459157,-146.2509150,25,4,0,1,1
840,03,041,L SALCHA,1,64.5464143,-146.9948586,25,4,0,1,1
840,03,042,CHENA HOT SP,0,64.8922107,-147.5414110,25,4,0,1,1
840,03,050,CORDOVA,1,60.4971524,-145.8702080,96,5,0,1,1
840,03,051,THOMPSON PAS,1,61.0587623,-145.9169019,68,5,0,1,1
840,03,052,KENNY LAKE,1,61.7342231,-144.9583298,68,4,0,1,1
840,03,053,SHEEP MTN,1,61.9372560,-147.1759823,68,5,0,1,1
840,03,054,SOURDOUGH,1,62.3624206,-145.3725998,68,4,0,1,1
840,03,055,TONSINA,1,61.6605217,-145.1834259,68,4,0,1,1
840,03,060,KATMAI N.P.,1,58.5472473,-155.7906521,25,2,0,1,1
840,03,084,BEAR CREEK,0,64.5000000,-157.0000000,25,4,0,1,1
840,03,090,ADAK,1,51.8267727,-176.6358200,99,1,0,1,1
840,03,101,CHICKEN,1,64.1668176,-141.4111936,25,4,0,1,1
840,03,112,GLENALLEN,0,62.0285997,-145.3989869,68,4,0,1,1
840,03,113,CHULITNA,0,62.7457057,-150.1218420,68,4,0,1,1
840,03,115,SAVAGE,1,63.7379551,-149.2910681,68,4,0,1,1
840,03,116,MOOSE PASS,0,60.5022017,-149.3709880,96,5,0,1,1
840,03,117,HATCHER PASS,1,61.5869700,-149.4276000,96,5,0,1,1
840,03,118,SWAN LAKE RD,1,60.5957398,-150.7868883,96,4,0,1,1
840,03,119,ANCHOR RIVER,1,59.7967661,-151.7956533,96,5,0,1,1
840,03,121,PETERSBURG,0,56.8076137,-132.9127349,94,5,0,1,1
840,03,122,SITKA,1,57.0173668,-135.1551062,94,5,0,1,1
840,03,123,THORNE BAY,0,55.6882340,-132.6257000,94,5,0,1,1
840,03,124,ZIMOVIA STRT,0,56.4698397,-132.3749999,94,5,0,1,1
840,03,125,YAKUTAT,1,59.4439512,-139.5646039,94,5,0,1,1
840,03,131,CHINIAK,1,57.5333333,-152.4500000,96,2,0,1,1
840,03,142,CHENA HOT SPRING 2,1,65.0544087,-146.0599662,25,4,0,1,1
840,03,180,DILLINGHAM,1,59.0346173,-158.5270562,25,2,0,1,1
840,03,191,COLD BAY,1,55.2694190,-162.8976207,99,2,0,1,1
840,03,192,KING SALMON,1,58.6704647,-156.4585984,25,2,0,1,1
840,03,212,LAKE LOUISE,1,62.2317426,-146.5156380,68,4,0,1,1
840,03,213,SU BRIDGE,0,62.3970477,-150.2629230,68,4,0,1,1
840,03,216,HOPE,1,60.7796745,-149.5527653,96,5,0,1,1
840,03,217,WASILLA,0,61.6306207,-149.8300790,96,4,0,1,1
840,03,218,COHOE,1,60.3668387,-151.3719470,96,4,0,1,1
840,03,219,SELDOVIA,0,59.4466527,-151.4864670,96,4,0,1,1
840,03,221,MITKOF ISLE,1,56.7395445,-132.7658694,94,5,0,1,1
840,03,223,THORNE BAY 2,1,55.8442630,-132.5433400,94,5,0,1,1
840,03,224,ZIMOVIA STRT,1,56.4599307,-132.3798899,94,5,0,1,1
840,03,231,Kodiak 2,1,57.8128265,-152.6177000,96,2,0,1,1
840,03,284,NICHOLAI SL,1,64.7706568,-157.0287273,25,4,0,2,1
840,03,313,PETERSVILLE,1,62.3172987,-150.2366378,68,4,0,1,1
840,03,318,SEVEN LAKES,1,60.5259627,-150.5656383,96,4,0,1,1
840,03,319,KACHEMAK,1,59.6464107,-151.5606980,96,4,0,1,1
840,03,321,HARLEQUIN L.,1,59.4178465,-139.0217497,94,5,0,1,1
840,03,372,DIETRICH CMP,1,67.6695397,-149.7149200,99,3,0,1,1
840,03,401,BURMA ROAD,1,61.4001417,-149.8424370,96,4,0,1,1
840,03,402,CAPE NOME,1,64.4875219,-165.3122783,99,2,0,1,1
840,03,403,CARIBOU MTN.,1,66.4417734,-150.6324337,99,4,0,1,1
840,03,404,COLDFOOT,1,67.0166107,-150.2901100,99,3,0,1,1
840,03,405,COUNCIL,1,64.5451414,-164.4368625,99,2,0,1,1
840,03,406,DONELLY DOME,1,64.0157146,-145.7282965,25,4,0,1,1
840,03,407,UNALAKLEET RIVER,1,64.0145247,-159.8094470,25,4,0,2,1
840,03,408,GALBRAITH L.,1,68.4265923,-149.3473217,99,3,0,1,1
840,03,409,HAPPY VALLEY,1,68.8572136,-148.8351789,99,3,0,1,1
840,03,410,HATHER CREEK,1,63.5963002,-158.0780083,25,4,0,2,1
840,03,411,HOONAH,1,57.9218687,-135.0455629,94,5,0,1,1
840,03,412,WHALE PASS,1,56.2075277,-133.0775149,94,5,0,1,1
840,03,413,TANGLE LAKES,0,63.0461337,-146.0316309,68,4,0,1,1
840,03,414,KANUTI CANYN,1,66.3335727,-152.9504467,25,4,11,2,1
840,03,415,MCGRATH,1,62.9510075,-155.5890429,25,4,0,1,1
840,03,416,KOYUKUK RIV.,1,66.5800037,-151.9421260,25,4,0,2,1
840,03,417,COTTONWOOD,0,61.5640897,-149.3503560,96,4,0,1,1
840,03,418,MANLEY HT SP,1,65.0076556,-150.6131749,25,4,0,1,1
840,03,419,MOOSE CREEK,1,65.4883997,-148.6547200,25,4,0,1,1
840,03,420,MT. FAIRPLAY,1,63.6093407,-142.3235417,25,4,0,1,1
840,03,421,MUD RIVER,1,63.5830470,-157.8441809,25,4,0,2,1
840,03,422,NOME,1,64.7776327,-165.9993285,99,2,0,1,1
840,03,423,RUBY,1,64.4609377,-155.5238960,25,4,0,1,1
840,03,424,SALMON LAKE,1,64.6158900,-165.3015102,99,2,0,1,1
840,03,425,SKAGWAY,1,59.5294227,-135.3507079,94,5,0,1,1
840,03,426,ST. MARY'S,1,62.0526113,-163.1690916,99,2,0,1,1
840,03,427,TELLER,1,64.8314753,-166.0880717,99,2,0,1,1
840,03,428,MURPHY DOME,1,64.9122387,-147.9422770,25,4,0,1,1
840,03,429,ZAREMBO,1,56.3501108,-132.7665559,94,5,0,1,1
840,03,430,PORCUPINE R.,1,66.6919918,-144.7314019,25,4,0,2,1
840,03,431,DELTA,1,63.8562570,-145.7381802,25,4,0,1,1
840,03,432,FT. RICHRDSN,1,61.2964911,-149.7786148,96,4,0,1,1
840,03,433,ANVIK RIVER,1,62.9209173,-160.6919837,25,4,0,2,1
840,03,434,TOGIAK RIVER,1,59.5316820,-159.6936457,99,2,0,2,1
840,03,435,CHICHAGOF IS,1,57.8376397,-135.0598309,94,5,0,1,1
840,03,436,GWEEK RIVER,1,60.8732615,-161.6032109,99,2,0,2,1
840,03,437,TUPUKNUK,1,60.6947613,-161.6098199,99,2,0,2,1
840,03,438,RED DOG,1,67.8544008,-163.3028181,99,3,0,1,1
840,03,439,HYDER,1,55.9156605,-130.0162113,94,5,0,1,1
840,03,440,TATALINA,1,62.9117822,-155.6186013,25,4,0,1,1
840,03,442,KANEKTOK RIV,1,59.8562241,-160.6818422,99,2,0,2,1
840,03,444,KOTZEBUE,1,66.9018584,-162.5638810,99,2,0,1,1
840,03,445,Kanuti Lake,1,66.2372145,-152.1177445,25,4,11,2,1
840,03,760,GOODNEWS BAY,1,59.3271587,-161.0287160,25,2,0,2,1
840,03,811,KOBUK RIVER (Short),0,67.1032427,-158.2747810,25,4,0,2,6
840,03,812,PINOCHE TRAL (Short),0,61.9166667,-147.6666667,68,4,0,1,6
840,03,816,KENAI LAKE (Short),0,60.3856237,-149.6883700,96,5,0,1,6
840,03,817,ELMENDORF (Short),0,61.0000000,-149.0000000,96,5,0,1,6
840,03,821,HARLEQUIN L (Short),0,59.4192119,-139.0259182,94,5,0,1,6
840,03,822,SITKA (Short),0,57.1269767,-135.3478099,94,5,0,1,6
840,03,824,WRANGELL (Short),0,56.0000000,-132.0000000,94,5,0,1,6
840,03,825,YAKUTAT (Short),0,59.0000000,-139.0000000,94,5,0,1,6
840,03,832,ALPENGLOW (Short),0,61.2560417,-149.5443560,96,5,0,1,6
840,03,850,COPPER RIVER,0,60.4652137,-145.3482303,96,5,0,1,1
840,03,851,VALDEZ (Short),0,61.1264627,-146.3586440,96,5,0,1,6
840,03,880,DILLINGHAM (Short),0,59.2727127,-158.6213540,25,2,0,1,6
840,03,881,KUGARAK (Short),0,66.5989357,-159.1257000,25,2,0,1,6
840,03,882,SELAWIK (Short),0,66.5554507,-159.0294360,25,2,0,1,6
840,03,883,GALENA (Short),1,64.7399997,-156.9660000,25,4,0,1,6
840,03,884,KOTZEBUE (Short),0,66.8910427,-162.5535730,99,2,0,1,6
840,03,891,COLD BAY (Short),0,55.1689487,-162.7422930,99,2,0,1,6
840,03,892,KING SALMON (Short),0,58.6712837,-156.4594270,99,2,0,1,6
840,03,901,PAXSON LAKE,1,63.0291587,-145.4974345,68,4,0,1,3
840,03,902,NABESNA ROAD,1,62.4422837,-143.0712119,68,4,0,1,3
840,03,903,KUSKULANA,1,61.5260959,-144.4072212,68,4,0,1,3
840,03,905,MCCARTHY RD2,1,61.4337187,-142.9452499,68,4,0,1,3
840,03,906,STIKINE RIVER,1,56.6468465,-131.8566825,94,5,0,2,3
840,03,907,KUIU ISLAND,1,56.7078365,-134.2423435,94,5,0,1,3
124,04,001,SEVEN PERSON,1,49.9322200,-110.8445200,38,11,0,1,1
124,04,002,BOW ISLAND,1,49.8732400,-111.4102000,38,11,0,1,1
124,04,003,MILK RIVER,1,49.0899500,-112.3969900,65,11,0,1,1
124,04,004,FORT MACLEOD,1,49.8150900,-113.5698200,38,11,0,1,1
124,04,005,SENTINEL,0,49.6325000,-114.5869200,64,10,0,1,1
124,04,006,BINDLOSS,1,50.7466800,-110.2586900,38,11,0,1,1
124,04,007,BROOKS,0,50.5638800,-111.8491600,38,11,0,1,1
124,04,008,BOW CITY,0,50.3027900,-112.0204100,38,11,0,1,1
124,04,009,BUFFALO HILL,1,50.6014700,-113.0285200,38,11,0,1,1
124,04,010,HIGHWOOD RIV,1,50.4805300,-114.4245600,30,10,0,1,1
124,04,011,CEREAL,1,51.0088700,-110.7956000,37,11,0,1,1
124,04,012,BIG STONE,0,51.3287500,-111.0782300,37,11,0,1,1
124,04,013,ROWLEY,1,51.7781800,-112.6469400,37,11,0,1,1
124,04,014,KEOMA,0,51.2126100,-113.7723400,30,11,0,1,1
124,04,015,EAGLE HILL,1,51.8314300,-114.4503900,30,6,0,1,1
124,04,016,EXSHAW,0,51.0952100,-115.0911100,64,10,0,1,1
124,04,017,BOW PASS,1,51.4602100,-116.2202300,64,10,0,1,1
124,04,018,CZAR,1,52.4630900,-110.6512700,30,11,0,1,1
124,04,019,TALBOT,1,52.2011100,-111.0763800,37,11,0,1,1
124,04,020,HALKIRK,1,52.1720800,-112.3386100,37,11,0,1,1
124,04,021,DELBURNE,0,52.2012600,-113.2275300,30,11,0,1,1
124,04,022,RAVEN,1,52.0279900,-114.4778200,30,6,0,1,1
124,04,023,HARLECH,0,52.4981400,-116.0001600,29,6,0,1,1
124,04,024,WINDY POINT,1,52.2587200,-116.3916800,29,10,0,1,1
124,04,025,MALIGNE LAKE,1,52.7314100,-117.6370900,64,10,0,1,1
124,04,026,DERWENT,1,53.4966600,-110.8664400,30,11,0,1,1
124,04,027,TWO HILLS,1,53.7155500,-111.5255600,30,11,0,1,1
124,04,028,LINDBROOK,1,53.3376900,-112.7820800,30,11,0,1,1
124,04,029,CALAHOO,1,53.6870100,-113.8854800,30,11,0,1,1
124,04,030,WARBURG,1,53.1638100,-114.2200800,30,6,0,1,1
124,04,031,RONAN,1,53.8027200,-115.2655100,29,6,0,1,1
124,04,032,EDSON,1,53.5991700,-116.4042500,29,6,0,1,1
124,04,033,ENTRANCE,1,53.3741000,-117.7106300,29,6,0,1,1
124,04,034,HOFF,1,53.8125400,-118.4834500,29,10,0,1,1
124,04,036,KEHIWIN LAKE,1,54.0577000,-110.8863000,30,6,0,1,1
124,04,037,THERIEN,1,54.2676300,-111.2782000,30,6,0,1,1
124,04,038,KINIKINIK,1,54.4999900,-112.9798600,29,6,0,1,1
124,04,039,ATHABASCA,1,54.8351300,-113.1581600,29,6,0,1,1
124,04,040,THUNDER LAKE,1,54.1203800,-114.7149100,29,6,0,1,1
124,04,041,SWAN HILLS,0,54.7602600,-115.5376400,29,6,0,1,1
124,04,042,WINDFALL,1,54.1331100,-116.2159200,30,6,0,1,1
124,04,043,LITTLE SMOKY,1,54.7660900,-117.2478200,30,6,0,1,1
124,04,044,ECONOMY CRK,1,54.7501100,-118.2262100,30,6,0,1,1
124,04,045,WAPITI,0,54.9378800,-119.1958300,30,6,0,1,1
124,04,046,WINEFRED LAKE,1,55.5542100,-110.9070800,29,6,0,1,1
124,04,047,HEART LAKE,1,55.0061300,-111.7319500,29,6,0,1,1
124,04,048,WANDERING R,0,55.3870500,-112.4537100,29,6,0,1,1
124,04,049,CALLING LAKE,1,55.4860000,-113.4400000,29,6,0,1,1
124,04,050,MARTEN RIVER,1,55.4990300,-114.9141600,29,6,0,1,1
124,04,051,KINUSO,0,55.2579700,-115.3853400,29,6,0,1,1
124,04,052,HIGH PRAIRIE,0,55.5528000,-116.7818400,29,6,0,1,1
124,04,053,WATINO,1,55.7814300,-117.8255500,29,6,0,1,1
124,04,054,RYCROFT,1,55.8402700,-118.4572200,29,6,0,1,1
124,04,055,WEMBLEY,1,55.1415000,-119.2177400,30,6,0,1,1
124,04,057,HANGINGSTONE,0,56.2334900,-111.6721200,29,6,0,1,1
124,04,061,LOON RIVER,1,56.2842400,-115.3641600,29,6,0,1,1
124,04,062,THREE CREEKS,1,56.3628000,-117.0033500,29,6,0,1,1
124,04,063,CARDINAL LK,1,56.2761100,-117.8211900,29,6,0,1,1
124,04,064,HINES CREEK,1,56.5084200,-118.7391200,29,6,0,1,1
124,04,065,BEAR CANYON,1,56.1949600,-119.8199000,29,6,0,1,1
124,04,073,HOTCHKISS,1,57.0681200,-117.6108900,29,6,0,1,1
124,04,077,FORT SMITH,1,59.9885700,-111.8384900,25,6,0,1,1
124,04,078,PEACE POINT,1,59.3110200,-112.4871600,29,6,0,1,1
124,04,079,HAY CAMP,1,59.8617500,-111.6148400,25,6,0,1,1
124,04,096,KANANASKIS,1,50.9854500,-115.0752600,64,10,0,1,1
124,04,101,MANYBERRIES,1,49.2612700,-110.6907900,38,11,0,1,1
124,04,102,SHERBOURNE L,1,49.5822900,-111.6978900,38,11,0,1,1
124,04,103,HORSEFLY LK.,1,49.6113400,-112.1495000,38,11,0,1,1
124,04,104,GRANUM,1,49.9021400,-113.0986700,38,11,0,1,1
124,04,105,WATERTON PRK,1,49.0201000,-114.0452800,65,10,0,1,1
124,04,106,SCHULER,1,50.0043200,-110.0731900,38,11,0,1,1
124,04,107,WARDLOW,1,50.9213900,-111.1127500,38,11,0,1,1
124,04,108,RANIER,0,50.3027900,-112.0204100,38,11,0,1,1
124,04,109,MAZEPPA,1,50.4263500,-113.8272800,37,11,0,1,1
124,04,110,OKOTOKS,0,50.5426300,-114.0934500,37,11,0,1,1
124,04,111,ESTHER,1,51.4453300,-110.3802800,37,11,0,1,1
124,04,112,HEMARUKA,1,51.5755100,-111.2007900,37,11,0,1,1
124,04,113,DOWLING LAKE,1,51.9544100,-112.1311500,37,11,0,1,1
124,04,114,SHEEP COULEE,1,51.5614800,-113.8962100,30,11,0,1,1
124,04,115,DIDSBURY,1,51.5479400,-114.2126800,30,11,0,1,1
124,04,116,WIGWAM CREEK,1,51.6616600,-115.4069400,29,6,0,1,1
124,04,118,MILLARD LAKE,1,52.9307400,-110.5843700,30,11,0,1,1
124,04,119,KILLAM,1,52.9014900,-111.8904200,30,11,0,1,1
124,04,120,HEISLER,1,52.6380100,-111.9962800,30,11,0,1,1
124,04,121,BATTLE RIVER,1,52.6106900,-113.9870200,30,11,0,1,1
124,04,122,BENALTO,1,52.5814000,-114.4095900,30,6,0,1,1
124,04,123,CRIPPLE CRK,1,52.2093500,-115.9678100,64,6,0,1,1
124,04,125,SUNWAPTA FLS,1,52.4877100,-117.5183200,64,10,0,1,1
124,04,126,VANESTI,1,53.2900300,-110.5417200,30,11,0,1,1
124,04,127,VIKING,1,53.1032900,-111.7601200,30,11,0,1,1
124,04,128,BRUCE,1,53.1050500,-112.1482500,30,11,0,1,1
124,04,129,HAY LAKES,0,53.1197800,-113.1229000,30,11,0,1,1
124,04,130,TOMAHAWK,0,53.5412200,-114.7868500,30,6,0,1,1
124,04,131,MACKAY,1,53.7736200,-115.6118900,29,6,0,1,1
124,04,136,BEAVERDAM,1,54.1805200,-110.3049400,29,6,0,1,1
124,04,137,LAC LA BICHE,1,54.7573500,-111.9718400,29,6,0,1,1
124,04,138,LONG LAKE,1,54.4341400,-112.8288000,30,6,0,1,1
124,04,139,PICKARDVILLE,1,54.0508300,-113.9155500,30,11,0,1,1
124,04,141,FREEMAN LAKE,1,54.7423100,-115.7825300,29,6,0,1,1
124,04,143,FOX CREEK,1,54.3633500,-117.0365900,30,6,0,1,1
124,04,147,CONKLIN,1,55.6692300,-111.1069400,29,6,0,1,1
124,04,149,SANDY LAKE,1,55.9036600,-113.6985100,29,6,0,1,1
